ID,Pays,Type_Culture,Superficie_Ha,Température_Moyenne,Précipitations,Humidité_Sol,pH_Sol,Engrais_Appliqué,Irrigation,Densité_Semis,Temps_Maturation_Jours,Météo_Extrême,Coût_Production_Ha,Main_d'Oeuvre,Disponibilité_Machines,Rendement_Tonnes_Ha,Classe_Optimisation
3205,Bénin,Coton,49.03601073463047,24.14876094210677,235.82151246455132,42.55297044092787,6.066399510407426,166.85731860606583,253.08229920398685,21.083277473853265,151,Aucune,568.7791490124903,44,Élevée,3.911779377247013,Moyennement Optimisé
3206,Côte d'Ivoire,Sorgho,1.7005932741177356,39.99183956172014,485.20911838567554,51.83357895598864,8.015290761865785,92.83120639453968,452.0395065578751,82.02964695399044,84,Inondation,1146.2407072509466,25,Élevée,3.876125556819526,Non Optimisé
3207,Ghana,Maïs,42.320630768471815,39.81199438054292,1430.2789528670392,43.830485196864416,8.306022547016122,31.943012424324067,26.01855635659356,79.05596216696861,88,Sécheresse,1407.5863881000023,34,Élevée,5.937408600192129,Optimisé
3208,Togo,Mil,35.13828395384323,25.04864616078406,1122.6060605267046,16.054913751031332,8.332177780867605,40.8874695054872,67.1817783723745,45.54685373951199,113,Inondation,256.47439997552925,3,Faible,1.9874663158747337,Non Optimisé
3209,Togo,Maïs,9.567442347360526,36.170415094321,1158.6979655936675,26.974802167785167,4.996889024397142,144.7900224961315,385.9917793173584,39.32848392750091,111,Inondation,1417.7611083126826,41,Moyenne,3.1135969002403434,Non Optimisé
3210,Bénin,Mil,24.082805115405183,36.3292545376068,1248.2215225857744,28.680249559042817,7.794107739805847,164.60296853750648,498.0548421367267,80.48898938445711,60,Sécheresse,1538.6732887964913,27,Moyenne,2.0113087230827835,Non Optimisé
3211,Togo,Cacao,31.5701384233855,38.71806891719531,1386.3621519781814,43.60739053086523,5.846089111129249,73.31574522251181,388.1568776308812,145.24298019594454,99,Inondation,918.8358718106284,37,Moyenne,5.32327647221541,Optimisé
3212,Nigeria,Manioc,34.985870965044775,22.58342667287233,770.9641308954506,45.25807820436224,6.299000181641098,73.25127672811205,388.82599652675,148.82354187557868,146,Aucune,1802.4374546984664,11,Moyenne,5.265044756254089,Optimisé
3213,Togo,Sorgho,46.10756647745938,33.35192076182529,759.1842021571991,37.82264691299124,7.122349447914226,33.57695795533089,265.0052209647626,119.6760813189066,110,Aucune,521.8713292535672,19,Faible,0.7777463888926054,Non Optimisé
3214,Togo,Mil,43.71729628888385,24.11771563651161,230.02250510095524,29.9924987320311,7.530608636417726,131.48031799695596,172.22085936700847,159.3236913013642,84,Vents violents,461.6948285943392,37,Faible,4.287436943427613,Optimisé
3215,Mali,Sorgho,16.757146732617613,33.15318817670867,1418.3038783948302,53.81283621341164,8.099216292399882,24.05835902350684,70.72972914274101,143.7250570084912,76,Inondation,1290.3133970910358,38,Faible,5.6183850510279445,Optimisé
3216,Togo,Manioc,6.441729746249242,37.44355212601975,369.66484296801,37.74608336563325,8.331238050884334,140.66126754937858,91.11786074709428,161.15327516411506,66,Vents violents,973.3155155595408,30,Moyenne,5.045496992909194,Optimisé
3217,Côte d'Ivoire,Mil,5.661188774560476,21.62488582653611,785.8698710752552,51.1921408193862,7.579946291887488,119.6244760551735,221.6898981927312,195.21908856800331,165,Sécheresse,893.5066021124968,9,Moyenne,4.124720826119232,Optimisé
3218,Mali,Sorgho,48.45280140958108,32.739882587356554,980.0568676453282,56.35344340977895,5.460952767288124,162.11981719216024,481.8021606043598,120.10370483260913,117,Inondation,1290.8602863949247,37,Moyenne,2.231413018297196,Non Optimisé
3219,Ghana,Cacao,47.81301264499807,30.752109647287117,1491.8346778207929,31.142801460695715,6.533616753928762,119.70508796340526,303.60513581039885,155.62757132122272,153,Vents violents,794.0969443392963,26,Élevée,3.0997620279099345,Moyennement Optimisé
3220,Sénégal,Riz,41.065898765751456,23.511934931530657,719.0687183513177,24.53837924494768,5.882744052733122,41.46139970360983,433.1035310660519,168.33129538841237,129,Inondation,1920.4441855718424,49,Faible,0.7012122807446781,Non Optimisé
3221,Ghana,Sorgho,49.03289285631775,24.75112939119436,1069.3243533695847,28.60098130467321,7.960339888450465,115.71501139112544,122.20287410387851,183.45637413898712,154,Vents violents,1812.5972064876976,19,Faible,1.811478538528388,Non Optimisé
3222,Burkina Faso,Sorgho,14.07132149226878,30.410021286746712,1438.4841044940729,14.137294187697265,6.481167215319392,180.97946303586,196.3683274125822,113.594368398797,131,Sécheresse,689.1898814012391,41,Élevée,5.673779696908901,Optimisé
3223,Burkina Faso,Sorgho,41.36535875813118,37.20984194721072,942.9183237365012,27.51976278385854,7.926190901974196,158.474247546252,365.6918007908169,184.59151550792865,88,Vents violents,465.3466507956563,24,Faible,3.2122465138596104,Moyennement Optimisé
3224,Ghana,Maïs,25.360367095379143,33.50363315320887,894.6467421344768,35.31767064615252,8.39696959285257,34.24435009225766,34.186282811424995,112.4064239060354,103,Vents violents,437.55702072442455,13,Faible,1.3810194375048457,Non Optimisé
3225,Togo,Mil,40.06144441777719,20.548979997084395,944.9477782175444,20.29359199340944,5.650527012612368,18.671304121249264,137.7857176467433,141.68199123397497,148,Inondation,1579.6683584383677,6,Moyenne,4.05875311206089,Optimisé
3226,Ghana,Sorgho,30.736061825927862,22.52390557678513,1263.2222698491832,18.90168411390897,4.616903525684359,191.79826045956943,282.2121647845063,76.14394978887469,132,Vents violents,1249.0045226623322,20,Élevée,1.2473108684210683,Non Optimisé
3227,Mali,Manioc,42.38614835600454,37.65323374629789,255.34325898536144,25.849797300535062,5.357289284912115,149.19018988005317,349.7889051262543,197.1545026445914,111,Sécheresse,1127.8591793081189,48,Faible,3.183956768080503,Non Optimisé
3228,Mali,Sorgho,20.168614169507617,33.052635028192284,1188.145932861291,15.0340037531325,7.05898478281895,165.4745003341691,217.9155287663585,51.30339837629813,90,Vents violents,1346.5103402207556,33,Moyenne,5.1395796243464895,Optimisé
3229,Côte d'Ivoire,Sorgho,49.462418752413896,20.36125689376749,423.9332093751122,34.655898295325386,7.736371894893258,180.05933543018483,433.2726212760646,59.02317208646021,105,Aucune,1502.8257503466398,49,Élevée,4.171013186904394,Optimisé
3230,Mali,Riz,11.35192997122973,31.9229175367171,1197.4153012197862,41.77386418232122,7.49362434930252,93.385721262358,292.19737561184576,57.82420955759543,174,Aucune,529.4247986573171,28,Élevée,3.893691219234166,Moyennement Optimisé
3231,Nigeria,Riz,33.794172976740406,23.3715354688776,1240.0743040133154,39.41822339535336,7.711859452078218,174.81480715161806,325.6228176507112,89.98966664694635,111,Sécheresse,1961.4259373444004,46,Faible,4.710645791613266,Optimisé
3232,Sénégal,Riz,40.227644593582575,38.398539915943445,1014.003969581414,24.01120525051617,8.198474897765712,26.125636215714756,135.2965369666324,155.9278733900378,105,Aucune,773.3593290377906,26,Moyenne,4.920717170292915,Optimisé
3233,Sénégal,Maïs,29.494788575055768,22.44839331411513,770.8545126681474,53.0336950947104,5.397532171749932,67.78579298926961,163.9200950701148,196.99970785252864,161,Aucune,248.65111257142928,31,Faible,3.891062169264399,Moyennement Optimisé
3234,Nigeria,Manioc,14.869618975229791,21.539497441563952,1152.2418238013506,15.485466530055266,4.700188380254156,68.29114801830846,20.244260485846155,127.35260619815136,88,Inondation,1685.9087078062962,39,Élevée,4.481274961555332,Optimisé
3235,Mali,Mil,28.28430565457445,32.896136708667626,224.7731667884408,10.078124603436414,5.813474272977951,7.152495272655401,37.5142715219029,127.3366866385283,139,Vents violents,1109.2104260751737,20,Élevée,1.958988601633466,Non Optimisé
3236,Togo,Manioc,25.48301865680257,35.85490724108798,1043.3589703469802,16.723667626145286,7.9151797239619075,37.45694629973806,481.8594505048039,110.25508008024832,160,Aucune,134.1910840514834,16,Élevée,4.359217285209613,Optimisé
3237,Nigeria,Coton,9.911014535141716,25.476217621125777,502.02316674828575,46.19714252371632,7.41128689679395,145.73587684509766,275.2699421357404,181.3821328167428,131,Inondation,1255.0836490906431,30,Moyenne,1.135298298225575,Non Optimisé
3238,Ghana,Riz,38.27856397156406,26.02682025389292,1058.5745541318531,49.43212945399663,4.632078238643994,92.52974554001014,60.846179332151365,73.03253605835758,128,Inondation,1278.1405166708764,29,Moyenne,3.284798780087894,Non Optimisé
3239,Ghana,Manioc,13.72580717241141,27.13579273051618,379.0963090847713,48.32021859521759,5.118672728917339,119.33400357284329,155.69143338892826,46.07637688745098,159,Inondation,1382.9300437144218,39,Moyenne,5.177960422291164,Optimisé
3240,Sénégal,Maïs,41.68954197321549,35.31616762109006,433.4290766980836,26.216695370272426,8.218826632929702,123.0582260398552,317.14731191590613,53.48284572536296,119,Inondation,1231.8514172908783,21,Moyenne,2.9580832259166607,Non Optimisé
3241,Bénin,Coton,11.108826660662576,25.239810415871787,787.3420021257086,53.7433329961702,6.484721383744613,42.17457462162435,429.1917287367148,173.401079794979,141,Aucune,606.9309321842707,23,Moyenne,2.093777516578977,Moyennement Optimisé
3242,Ghana,Sorgho,25.36467775375392,21.763031090827997,888.9314565966106,54.47487875161926,7.060406749792808,185.3025096994845,32.90384954970277,42.23847437221525,62,Sécheresse,1998.151090412228,22,Moyenne,3.869186233331787,Non Optimisé
3243,Burkina Faso,Riz,34.91332049230233,26.18343215602729,741.2098708805938,51.00504386830925,4.877039209346957,27.9779784927044,226.956180997211,104.91188059721054,157,Sécheresse,988.3900556136108,7,Faible,1.3540536867648152,Non Optimisé
3244,Ghana,Mil,49.79362230747035,39.32066334637665,994.4157085030848,46.85178362894664,6.807171283326433,0.6399916977395392,34.28094833830897,71.12521386945247,128,Vents violents,837.3851334144288,14,Moyenne,1.792477355306155,Non Optimisé
3245,Sénégal,Coton,13.913997550134471,28.69074950552087,269.4983310155718,52.053536059402965,7.884556038335317,52.72050728926947,231.07944580979395,44.83354252180919,131,Aucune,107.24486797616125,41,Moyenne,1.892343394532093,Non Optimisé
3246,Côte d'Ivoire,Maïs,31.962701289770383,31.199569308781403,451.3115229873199,42.91563070148719,8.109746390421924,101.32960342541696,361.0152766707233,118.71343590840868,111,Inondation,1180.7938186841066,1,Faible,2.5209270558441106,Non Optimisé
3247,Bénin,Manioc,8.091184455017244,35.24604937494459,204.76528074773003,58.2069155860198,6.302276158284464,33.563857991737066,386.7903298109489,172.48079627555768,96,Aucune,1027.288661095811,18,Élevée,2.8622557849668118,Non Optimisé
3248,Mali,Coton,41.0721856100322,31.170565548317725,935.8818695399668,41.502892439313,6.847490926153928,154.678755551091,137.23324671844068,70.72752427576438,135,Sécheresse,1898.9842206217515,8,Élevée,5.005452816317658,Optimisé
3249,Mali,Mil,43.14155235923956,33.136954173938385,1097.8501631379104,18.25707871320701,7.419190536918501,41.951445046726256,133.64673665955402,32.752327979381064,77,Inondation,706.9885294725404,12,Élevée,2.028646004058116,Moyennement Optimisé
3250,Côte d'Ivoire,Mil,44.45386733073122,37.606977304404936,828.6991226941705,19.13101240944748,6.095926516045136,190.87492592587284,494.0455362196399,128.36826050547745,150,Aucune,1390.8963902598773,6,Élevée,3.5121583575209794,Non Optimisé
3251,Togo,Riz,47.30394345615071,27.4592329838001,799.5946077310325,31.53195057567582,5.66885992705676,141.9583988444917,58.26947399663535,150.55484198544565,130,Aucune,1297.465366282354,18,Moyenne,1.925937753744149,Non Optimisé
3252,Burkina Faso,Sorgho,18.106241492907728,22.229585151089097,753.4484577644579,45.973080040341685,4.856060036186498,171.08217736401326,322.68176975372,116.22174506010874,166,Inondation,1601.5222698583448,41,Moyenne,1.8856392219554523,Non Optimisé
3253,Bénin,Maïs,33.48904857109748,21.88924308988633,636.7585728754639,17.019584772766358,5.281705007004032,109.6439433141002,368.222620262188,32.32080485160904,106,Vents violents,1610.997609305677,41,Faible,2.5985648368217102,Non Optimisé
3254,Togo,Coton,16.129302954189892,35.65293633757346,964.7724622364592,19.73767588231127,8.430715638408547,110.67993953086466,386.7207079589941,10.888315397660644,142,Sécheresse,106.95174182224298,5,Élevée,0.620883334428718,Non Optimisé
3255,Burkina Faso,Manioc,40.28828827691802,33.098433357252006,207.978383490366,13.85865725003744,7.984653013777229,194.95720077703456,333.03457501976806,26.384649745402545,163,Vents violents,1749.686752496961,5,Moyenne,4.425358803490645,Optimisé
3256,Côte d'Ivoire,Manioc,21.071858408892503,31.329519274886223,974.1138423372008,18.37557723034231,5.885730070374069,23.425105874331177,207.64805624736655,185.31160793312108,173,Sécheresse,324.1754968884239,16,Faible,0.5504353053264698,Non Optimisé
3257,Ghana,Maïs,27.96800004772325,38.599954277558965,836.8382467033737,21.006043150246285,7.821094618546973,116.17131733433,59.16812754605727,119.73355101445776,141,Vents violents,200.05090689814224,2,Moyenne,2.388794445142968,Moyennement Optimisé
3258,Togo,Coton,7.08305164486591,32.53687906542744,1013.165096968206,37.9271576981781,7.559137524838737,13.614401462244796,285.72074780880183,80.83812126602875,159,Inondation,1633.6188238171464,35,Moyenne,1.9694298078445505,Non Optimisé
3259,Bénin,Maïs,42.59943766797526,20.95363112343016,1310.759808185432,29.421969049743552,8.370070429576113,198.04106539201968,294.6011051326664,44.78208928557519,131,Sécheresse,260.9957524163736,18,Élevée,5.930379088748209,Optimisé
3260,Sénégal,Coton,24.40575785207118,29.37305014723508,1277.341401335983,14.690689619698269,4.657657829873752,126.15234792258572,326.2238578060388,142.8047941943451,88,Vents violents,185.67777156449773,37,Moyenne,3.900009600190792,Moyennement Optimisé
3261,Togo,Coton,32.20359613925811,24.297805062619283,1249.234457762593,17.920910810347365,6.816023276779209,16.57020256243149,463.7432950352573,155.21464469297328,77,Sécheresse,560.1916410419552,3,Moyenne,1.0724900830058457,Non Optimisé
3262,Bénin,Mil,33.629445600672554,32.42601202573136,734.9354708358995,35.99522700623552,7.303130930519648,57.20826319551436,219.5116875534088,163.43087335807613,128,Sécheresse,1095.2768145029354,33,Élevée,5.699609979730569,Optimisé
3263,Burkina Faso,Cacao,14.075418393884712,23.753855614498693,706.9373188468975,16.59463939351016,7.817691900267839,178.20732439328893,479.2902930307719,13.49582191426028,120,Vents violents,1753.5253137509235,42,Élevée,1.773014838112196,Non Optimisé
3264,Burkina Faso,Cacao,39.85164718332456,32.89974359546501,468.9317241228805,46.444693643059566,7.710707059619599,16.301906387476308,107.44127059768704,156.2918575272106,120,Inondation,1844.1084979289683,41,Moyenne,4.928832714191087,Optimisé
3265,Togo,Coton,41.73498328930359,37.66658938703587,241.1844666184577,14.76476644728635,5.606613537432516,54.82789661663996,127.28714808734404,40.36788224309621,64,Aucune,961.3920819761126,21,Élevée,5.979953982598017,Optimisé
3266,Côte d'Ivoire,Sorgho,26.02982276876775,21.543337826505383,856.7082024428295,19.508981210774976,7.3142345743814365,100.98786464756984,63.12615805563188,161.36361480516172,100,Aucune,1221.934788637678,37,Moyenne,5.894756269056139,Optimisé
3267,Nigeria,Sorgho,45.16931966110822,25.179497739074048,1467.129313263631,53.80059715315974,7.738774992523892,196.5150747304575,37.56047283848818,38.70567357469885,84,Inondation,1855.4488013888624,28,Élevée,4.824314987168312,Optimisé
3268,Côte d'Ivoire,Riz,8.464501957894441,33.46989248195178,1177.8237658860276,36.67866173866726,6.563547248647208,41.65962791940385,231.97684479475797,56.53236284876356,124,Vents violents,1570.320888058582,44,Moyenne,5.998694596988765,Optimisé
3269,Togo,Cacao,21.014356217347444,34.22429763739213,911.7235477533546,59.45846848673844,6.504168065335702,158.47386753352038,317.26032127012866,157.7972185549725,168,Inondation,1281.9224966000177,15,Faible,1.5058425171422665,Non Optimisé
3270,Burkina Faso,Manioc,2.693836741972492,31.735931916727417,587.4606165315728,17.62484348096177,6.2646923190907104,68.57237816885356,196.42130308035945,129.5324471777887,134,Sécheresse,565.3702296859747,34,Élevée,4.68811005843009,Optimisé
3271,Ghana,Manioc,20.228856877712232,22.781910093089905,358.41427452640806,13.872500172004267,5.331214808333394,1.8526426825366429,276.00476599707144,16.615863616394524,137,Vents violents,994.2247272719276,5,Faible,3.863624925457057,Moyennement Optimisé
3272,Nigeria,Cacao,49.85337733920977,24.85268465215683,542.9370275249224,13.79356854886117,7.833960242219573,156.43498606054155,200.7057719122507,41.48769319174022,100,Aucune,1732.2218613343916,23,Moyenne,4.586915988367874,Optimisé
3273,Mali,Cacao,23.42744514829743,38.147001653356575,894.5210657366997,56.76710337153309,6.509003288759165,97.97000400943972,22.446751153763323,53.88772862302566,169,Sécheresse,690.5469531786356,41,Moyenne,1.8164998889489912,Non Optimisé
3274,Mali,Maïs,21.250926270439948,36.384623310999416,1011.2773166467985,42.16066440707052,5.038600385229096,95.98196581084122,87.08620612433276,170.2180006181596,110,Sécheresse,375.9518485876537,33,Élevée,5.494027130559598,Optimisé
3275,Mali,Cacao,34.54716969892608,39.00045518199315,675.7106314575469,26.853215844523504,8.156915053554874,134.73173278690342,133.99109016843636,126.6649228173562,132,Sécheresse,393.4050828559642,46,Élevée,1.4325257943890564,Non Optimisé
3276,Nigeria,Riz,2.9060240856988004,28.18149956211296,336.38152637613325,29.204294888469917,7.879270402151698,130.1161983424256,317.4337677887447,45.02601573336681,108,Inondation,1567.7567831884385,33,Faible,1.2013483990831777,Non Optimisé
3277,Mali,Sorgho,18.01148718352848,28.791211871746427,541.8084399473398,45.00826685154773,6.191176459571031,131.25471744815673,432.52203240447307,58.4989873501726,106,Sécheresse,413.3733372296631,7,Faible,5.422076897228925,Optimisé
3278,Burkina Faso,Coton,26.88703319989899,25.1773008297824,534.132823753033,40.83313990620632,7.627160725997259,65.12522587552847,90.93935290991378,96.43210961620744,64,Inondation,185.45066612760883,22,Élevée,4.584748653167988,Optimisé
3279,Burkina Faso,Cacao,24.46126754948657,30.49062134492486,895.6452198511721,27.79135252073123,5.164797908527584,116.09532491422858,113.10457606812469,25.911541517280263,83,Sécheresse,1723.0003788576958,15,Élevée,3.80992251565626,Non Optimisé
3280,Togo,Sorgho,32.30260125936641,36.59701754502116,334.3128362642056,44.5006840342624,8.387500506486063,175.53811504675764,357.5662498275405,88.47358776658596,129,Sécheresse,1874.3678559045184,8,Élevée,4.558978189253707,Optimisé
3281,Mali,Sorgho,7.377395156205383,24.953617577813255,574.6688347505863,27.12965374627603,4.840817212807909,178.6193515161056,478.0434648481665,160.72239510731475,140,Aucune,1973.9466459998407,41,Moyenne,0.5518940466120459,Non Optimisé
3282,Togo,Coton,20.42940475163515,22.81274644809316,646.678777660169,32.61919035799699,8.02691739200147,80.96596550970705,176.5009826249357,85.13984254970096,119,Vents violents,794.4663146287725,16,Faible,5.165848373283748,Optimisé
3283,Mali,Riz,31.86303509235122,35.01061394333585,885.3951886768331,52.53989242196939,8.49158911632388,46.637949506842745,160.0952458566518,159.2996040983875,134,Vents violents,1827.9908556791825,1,Moyenne,0.7780233313042668,Non Optimisé
3284,Togo,Riz,15.431690538789711,33.86797869329398,588.3393692645899,15.912897730171824,5.659603240700887,14.994967220060108,180.64636466853173,128.67261191486995,89,Vents violents,393.1517230335384,29,Élevée,3.3354976721489398,Moyennement Optimisé
3285,Togo,Maïs,30.837573242523128,36.5844114480828,394.8024226103015,31.62216640000862,7.747407499863939,171.55146686155624,85.02473766024931,86.8284969016819,71,Sécheresse,1986.495260700775,34,Moyenne,0.6729856049098568,Non Optimisé
3286,Togo,Mil,47.93644008631798,35.03076235431665,233.11704312401355,14.595416473501828,8.15562425375744,33.079436705053936,246.1153282956888,179.7371894802872,74,Vents violents,132.277533186349,3,Faible,4.642833586784657,Optimisé
3287,Ghana,Riz,46.55407930090757,28.38593545393224,424.9230665005647,11.936950909808354,8.310188734976354,63.4008146333207,271.74152072814024,93.88354106914936,73,Aucune,758.0536103673479,48,Élevée,2.0103997572931416,Moyennement Optimisé
3288,Ghana,Sorgho,36.412919414754434,23.13590396055288,1272.158786354008,58.30374014267598,7.382932029407753,162.37677167376765,78.6301260663177,149.61833449247942,67,Aucune,1514.8592352540345,27,Élevée,2.948469891910193,Non Optimisé
3289,Nigeria,Riz,9.29263923412606,34.29042815100139,655.3623954849248,38.12654354001922,6.980255748466771,156.69481001927718,111.93383840510496,161.90146827699056,171,Aucune,1243.5607350495677,20,Faible,5.917822052357548,Optimisé
3290,Ghana,Mil,39.3200552763847,37.5680471971258,900.6732967787775,58.85516940792748,4.918236565745676,86.88277663714248,101.02789068696929,184.02622054866396,107,Vents violents,859.5248325758098,1,Faible,4.639318108352242,Optimisé
3291,Sénégal,Riz,22.611873650030507,23.05613823970956,837.030273302437,52.94359007700465,6.376852440162638,138.72744612517593,302.8885042908846,62.74133882889947,72,Vents violents,247.53061481141407,7,Moyenne,1.1193892071006424,Non Optimisé
3292,Bénin,Sorgho,47.61078294384509,30.373295852293246,559.1502696364412,59.26421697530518,6.077184328675161,47.72213684490217,355.7773928998997,48.21403175054928,87,Vents violents,1908.8423843657315,12,Élevée,5.741118025925201,Optimisé
3293,Bénin,Maïs,30.765318405027248,26.57717454772647,1296.514962150005,56.73101859992071,4.587794379536282,185.97770551969427,152.808801454338,95.14000351504605,166,Vents violents,1722.6260620531689,20,Faible,3.099036521526227,Non Optimisé
3294,Ghana,Riz,11.2723438181644,30.389241032889597,1420.2233076844625,53.96268460316154,5.642135578879991,190.33783121367944,382.6957758826746,176.28913248112158,143,Vents violents,243.50673612695908,25,Élevée,5.096792771552333,Optimisé
3295,Bénin,Sorgho,15.9652665599287,20.626544074498792,476.102155300878,46.21213868391487,7.473169401765435,188.42940776593775,454.5848870365149,72.60171901707085,108,Sécheresse,1529.7862675286326,43,Moyenne,1.2110698110649802,Non Optimisé
3296,Ghana,Riz,16.29338865253296,27.070464795019856,1249.6573009572635,46.73316215828459,5.716910010518989,124.6085031324312,259.15154011465626,61.93651384193186,85,Sécheresse,416.4703715925983,45,Faible,1.1109080236211588,Non Optimisé
3297,Togo,Maïs,14.176155291612131,29.68453874521224,1182.5261184701085,57.13488546939824,4.634206036906967,14.297024059351491,454.84112405046426,16.771987979269905,115,Inondation,1930.792147860496,19,Faible,1.94998486522584,Non Optimisé
3298,Togo,Coton,38.70516602851151,23.017396556120215,1289.754023842535,58.85047848163848,7.581470836082596,122.69899852654164,313.1686065767167,143.09745015989344,100,Aucune,226.3628258296544,45,Élevée,0.6635280886136032,Non Optimisé
3299,Togo,Manioc,17.16890702339793,28.149771661577542,731.5235650357879,57.20131921316565,7.733514624056156,84.36331687024779,97.76822447763672,142.96008466993274,163,Vents violents,448.825365240626,8,Élevée,3.872247410838793,Moyennement Optimisé
3300,Burkina Faso,Sorgho,10.18334069737158,23.520475527341866,1092.1434584791875,34.159401197003135,4.608718706620639,79.038397545423,128.43148664044307,168.53704150440893,99,Aucune,1568.1088072393477,7,Faible,1.4866867311260272,Non Optimisé
3301,Mali,Sorgho,30.0068047871258,24.313145177208604,447.0169539408009,53.84747960358781,7.84395224041704,5.599124737515671,295.1043399733207,104.2099620385777,82,Aucune,132.4468322526975,47,Faible,5.706238002080933,Optimisé
3302,Nigeria,Riz,23.506539167481627,39.55327972939433,1458.5560169961984,35.51103593775504,7.687565399817512,174.8092820215256,112.5621277582114,179.17751029138938,120,Aucune,1765.120763753364,34,Élevée,5.9818159239074,Optimisé
3303,Togo,Manioc,1.5973028127755864,32.036198469545205,1139.5029218205268,38.21257748291559,6.983886795237581,171.54233767751904,1.858622137535293,26.341076858779036,74,Vents violents,596.0107299953462,1,Moyenne,5.559913876943748,Optimisé
3304,Ghana,Coton,14.31629257513909,27.788323874120174,299.47560053255984,51.20218696657974,4.678011990153493,64.77081906651485,129.9688941154935,116.98248938775768,151,Vents violents,1736.350853838317,10,Élevée,1.959972227558275,Non Optimisé
3305,Ghana,Sorgho,2.390525146697562,30.4255305235984,1341.3881234563262,51.50458888584152,8.275976390075872,195.52846110156815,25.736146746644984,100.59862088867256,60,Vents violents,996.1418404629842,18,Élevée,2.882707370680184,Moyennement Optimisé
3306,Ghana,Sorgho,38.46851848903555,27.66131699169764,1446.7974934670256,51.191327532328266,4.9010627720396975,27.15565405841791,448.8490935775452,180.53283016860263,141,Inondation,207.94708168023905,36,Moyenne,2.4055964337617053,Moyennement Optimisé
3307,Burkina Faso,Manioc,47.57572857507812,32.03674433619241,633.7383060888019,51.42003078397766,7.37755296764432,167.03597461443985,343.35107502251867,182.5754082422515,108,Inondation,1126.247326748778,9,Moyenne,2.667858576127012,Non Optimisé
3308,Sénégal,Riz,25.258419861624706,20.0095904287024,900.5685920765154,31.34760967450254,7.555412581260719,124.35604338933052,14.737305021583325,195.5185201047462,132,Inondation,1471.3988737459729,40,Élevée,5.031136336655477,Optimisé
3309,Côte d'Ivoire,Cacao,28.12921451110159,24.72242363183889,1489.502567177335,36.52410690219462,8.288363281661221,97.1499598530257,24.19594073944964,76.92657562548655,125,Inondation,1116.895466868771,3,Faible,2.577801208954894,Non Optimisé
3310,Bénin,Sorgho,42.33167546241316,39.778380641187184,786.229652509606,22.637007458708453,8.29023741310185,192.6997219815948,14.403244273186788,82.14359107231783,109,Vents violents,1810.899251120072,36,Faible,5.469235019254692,Optimisé
3311,Nigeria,Sorgho,1.4387998168396288,22.24688122342418,1065.4445858910724,33.17193488449911,5.615320262300541,116.6101843847776,398.37250115356574,46.61557693307459,136,Sécheresse,1530.708814796066,11,Moyenne,0.8462832070229951,Non Optimisé
3312,Nigeria,Maïs,8.535041057061111,21.57860436428833,788.1867848932733,58.03580003811803,5.428009030981201,166.74818365498285,392.9642874634972,151.120121274616,73,Aucune,335.5482852303513,43,Élevée,2.7601221716630047,Moyennement Optimisé
3313,Mali,Mil,32.89070327989702,29.863286793323585,298.36142690199006,50.82859665912869,6.143976595388471,46.44152978911266,368.8656850595982,168.31101704752243,132,Vents violents,187.5820039899423,45,Élevée,0.5417989458161911,Non Optimisé
3314,Burkina Faso,Sorgho,37.216130503718944,25.81661533675355,862.4366069964069,28.13385719141926,8.241602176484225,6.449529618933214,75.17626798625388,171.91195362957336,85,Aucune,787.2328599860692,8,Élevée,2.469820093521431,Moyennement Optimisé
3315,Burkina Faso,Sorgho,31.49679075470954,30.675766850838976,1274.7814804374686,41.64595189895286,7.395939229071754,42.23662538195487,493.3173921502284,198.1768665786495,155,Sécheresse,1437.6989102611906,28,Moyenne,2.2421506111708003,Non Optimisé
3316,Nigeria,Cacao,46.992622622157214,39.21451990634986,253.973021049449,22.67041374126588,8.147943644787428,197.66804478933463,422.7130535638236,116.7929045341218,62,Sécheresse,1728.4248917613854,46,Moyenne,4.533009306687326,Optimisé
3317,Burkina Faso,Sorgho,19.922209111555286,22.523346199442614,773.295881255585,20.35693959628675,5.370535948408454,112.26520112387502,321.4376206302153,50.73220442989433,77,Aucune,1735.2351545225786,39,Élevée,3.1325082641128783,Non Optimisé
3318,Bénin,Cacao,27.97657923750909,28.799498103726958,1268.9660669833395,30.8789200718336,4.772042408219978,168.3772163430515,340.03187347207734,124.2274347363722,144,Aucune,229.052708935001,48,Moyenne,2.679551667053765,Moyennement Optimisé
3319,Ghana,Maïs,47.84198171429285,35.17623489600273,659.458261326386,18.590148871311204,4.599094590831001,136.99596519747035,191.9459830209737,78.89424870233061,90,Vents violents,1630.0370176085837,43,Élevée,3.598657561368268,Non Optimisé
3320,Burkina Faso,Manioc,45.03218162484812,23.21481648059804,1470.6222450266596,37.73707834845859,4.785030558945539,30.888685052840724,285.30678884556966,73.42011772130768,147,Vents violents,646.9253436657439,39,Moyenne,0.6486097101637049,Non Optimisé
3321,Côte d'Ivoire,Mil,2.024735743545072,34.242079609716534,698.1437754759622,31.239790023645416,7.8643685551740194,22.73618312044705,172.3809391775623,143.07659372805048,93,Sécheresse,1844.9205393967611,33,Faible,4.766082550791313,Optimisé
3322,Burkina Faso,Maïs,17.930926214414765,28.004012786451952,1218.0943012991893,16.909952709735595,7.988535194831802,97.07636583027066,357.18608506568006,48.5832931374045,101,Inondation,1043.199708116464,29,Faible,2.310657427735962,Non Optimisé
